,Unnamed: 0,Rfirst,Rsecond,total_open_row,min_row_addr,max_row_addr,all_open_indices,success_rates,avg_success_rate,s_id,t_12,t_23
0,19,744,764,4,744,764,"[744, 748, 760, 764]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
1,189,245,435,4,243,437,"[243, 245, 435, 437]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
2,55,202,258,4,194,266,"[194, 202, 258, 266]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
3,32,6,39,4,6,39,"[6, 7, 38, 39]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
4,223,103,327,4,71,359,"[71, 103, 327, 359]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
5,207,7,215,4,7,215,"[7, 23, 199, 215]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
6,103,165,269,4,141,293,"[141, 165, 269, 293]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
7,159,607,767,4,607,767,"[607, 639, 735, 767]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
8,13,415,429,4,413,431,"[413, 415, 429, 431]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
9,2,299,302,4,298,303,"[298, 299, 302, 303]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
10,119,287,407,4,279,415,"[279, 287, 407, 415]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
11,207,24,232,4,24,232,"[24, 40, 216, 232]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
12,279,70,350,4,70,350,"[70, 94, 326, 350]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
13,8,146,155,4,146,155,"[146, 147, 154, 155]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
14,193,208,402,4,208,402,"[208, 210, 400, 402]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
15,13,561,575,4,561,575,"[561, 567, 569, 575]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
16,512,264,777,4,264,777,"[264, 265, 776, 777]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
17,17,322,340,4,322,340,"[322, 324, 338, 340]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
18,151,333,485,4,333,485,"[333, 357, 461, 485]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
19,13,280,294,4,280,294,"[280, 286, 288, 294]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
20,175,316,492,4,300,508,"[300, 316, 492, 508]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
21,535,293,829,4,293,829,"[293, 317, 805, 829]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
22,151,81,233,4,81,233,"[81, 105, 209, 233]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
23,519,94,614,4,94,614,"[94, 102, 606, 614]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
24,25,794,820,4,794,820,"[794, 796, 818, 820]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
25,253,158,412,4,156,414,"[156, 158, 412, 414]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
26,35,726,762,4,722,766,"[722, 726, 762, 766]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
27,254,171,426,4,170,427,"[170, 171, 426, 427]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
28,31,117,149,4,85,181,"[85, 117, 149, 181]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
29,27,271,299,4,267,303,"[267, 271, 299, 303]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
30,67,169,237,4,169,237,"[169, 173, 233, 237]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
31,231,185,417,4,161,441,"[161, 185, 417, 441]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
32,2,220,223,4,220,223,"[220, 221, 222, 223]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
33,123,197,321,4,193,325,"[193, 197, 321, 325]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
