,Unnamed: 0,Rfirst,Rsecond,total_open_row,min_row_addr,max_row_addr,all_open_indices,success_rates,avg_success_rate,s_id,t_12,t_23
0,1,568,570,2,568,570,"[568, 570]","[1.0, 1.0]",1.0,0,5,0
1,63,406,470,2,406,470,"[406, 470]","[1.0, 1.0]",1.0,0,5,0
2,7,25,33,2,25,33,"[25, 33]","[1.0, 1.0]",1.0,0,5,0
3,1,642,644,2,642,644,"[642, 644]","[1.0, 1.0]",1.0,0,5,0
4,31,332,364,2,332,364,"[332, 364]","[1.0, 1.0]",1.0,0,5,0
5,15,354,370,2,354,370,"[354, 370]","[1.0, 1.0]",1.0,0,5,0
6,63,414,478,2,414,478,"[414, 478]","[1.0, 1.0]",1.0,0,5,0
7,255,160,416,2,160,416,"[160, 416]","[1.0, 1.0]",1.0,0,5,0
8,127,223,351,2,223,351,"[223, 351]","[1.0, 1.0]",1.0,0,5,0
9,31,707,739,2,707,739,"[707, 739]","[1.0, 1.0]",1.0,0,5,0
10,127,205,333,2,205,333,"[205, 333]","[1.0, 1.0]",1.0,0,5,0
11,39,516,556,2,516,556,"[516, 556]","[1.0, 1.0]",1.0,0,5,0
12,15,107,123,2,107,123,"[107, 123]","[1.0, 1.0]",1.0,0,5,0
13,191,266,458,2,266,458,"[266, 458]","[1.0, 1.0]",1.0,0,5,0
14,1,272,274,2,272,274,"[272, 274]","[1.0, 1.0]",1.0,0,5,0
15,63,22,86,2,22,86,"[22, 86]","[1.0, 1.0]",1.0,0,5,0
16,319,156,476,2,156,476,"[156, 476]","[1.0, 1.0]",1.0,0,5,0
17,3,425,429,2,425,429,"[425, 429]","[1.0, 1.0]",1.0,0,5,0
18,127,6,134,2,6,134,"[6, 134]","[1.0, 1.0]",1.0,0,5,0
19,7,563,571,2,563,571,"[563, 571]","[1.0, 1.0]",1.0,0,5,0
20,15,784,800,2,784,800,"[784, 800]","[1.0, 1.0]",1.0,0,5,0
21,23,222,246,2,222,246,"[222, 246]","[1.0, 1.0]",1.0,0,5,0
22,47,718,766,2,718,766,"[718, 766]","[1.0, 1.0]",1.0,0,5,0
23,7,460,468,2,460,468,"[460, 468]","[1.0, 1.0]",1.0,0,5,0
24,3,250,254,2,250,254,"[250, 254]","[1.0, 1.0]",1.0,0,5,0
25,63,13,77,2,13,77,"[13, 77]","[1.0, 1.0]",1.0,0,5,0
26,255,22,278,2,22,278,"[22, 278]","[1.0, 1.0]",1.0,0,5,0
27,1,444,446,2,444,446,"[444, 446]","[1.0, 1.0]",1.0,0,5,0
28,23,472,496,2,472,496,"[472, 496]","[1.0, 1.0]",1.0,0,5,0
29,31,258,290,2,258,290,"[258, 290]","[1.0, 1.0]",1.0,0,5,0
