,t_12,t_23,n_frac_times,t_frac,bank_id,r_first,r_second,s_id,majX,avg_coverage,full_coverage_cells,avg_stability,full_stable_cells
0,0,0,3,0,0,334,612,0,3,66.666667,0.0,74.9625,0.0
0,0,1,3,0,0,334,612,0,3,66.666667,0.0,75.35625,0.0
0,0,2,3,0,0,334,612,0,3,66.666667,0.0,75.171875,0.0
0,0,3,3,0,0,334,612,0,3,66.666667,0.0,74.871875,0.0
0,1,0,3,0,0,334,612,0,3,98.00415,89.466858,96.8869,66.401672
0,1,1,3,0,0,334,612,0,3,77.758789,13.697815,83.604858,6.892395
0,1,2,3,0,0,334,612,0,3,66.666667,0.0,75.028125,0.0
0,1,3,3,0,0,334,612,0,3,66.666667,0.0,75.03125,0.0
0,2,0,3,0,0,334,612,0,3,80.06134,18.275452,84.990823,8.638
0,2,1,3,0,0,334,612,0,3,66.666667,0.0,75.353125,0.0
0,2,2,3,0,0,334,612,0,3,66.666667,0.0,75.090625,0.0
0,2,3,3,0,0,334,612,0,3,66.666667,0.0,75.09375,0.0
0,3,0,3,0,0,334,612,0,3,66.666667,0.0,75.115625,0.0
0,3,1,3,0,0,334,612,0,3,66.666667,0.0,74.953125,0.0
0,3,2,3,0,0,334,612,0,3,66.666667,0.0,74.621875,0.0
0,3,3,3,0,0,334,612,0,3,66.666667,0.0,74.721875,0.0
0,0,0,3,0,0,442,587,0,3,66.666667,0.0,74.703125,0.0
0,0,1,3,0,0,442,587,0,3,66.666667,0.0,74.79375,0.0
0,0,2,3,0,0,442,587,0,3,66.666667,0.0,75.33125,0.0
0,0,3,3,0,0,442,587,0,3,66.666667,0.0,75.05,0.0
0,1,0,3,0,0,442,587,0,3,100.0,100.0,99.99977,99.888611
0,1,1,3,0,0,442,587,0,3,83.872223,17.631531,88.103954,7.839966
0,1,2,3,0,0,442,587,0,3,66.666667,0.0,75.015625,0.0
0,1,3,3,0,0,442,587,0,3,66.666667,0.0,75.284375,0.0
0,2,0,3,0,0,442,587,0,3,86.927795,24.249268,88.679967,11.373901
0,2,1,3,0,0,442,587,0,3,66.666667,0.0,75.275,0.0
0,2,2,3,0,0,442,587,0,3,66.666667,0.0,75.171875,0.0
0,2,3,3,0,0,442,587,0,3,66.666667,0.0,74.990625,0.0
0,3,0,3,0,0,442,587,0,3,66.666667,0.0,75.23125,0.0
0,3,1,3,0,0,442,587,0,3,66.666667,0.0,75.04375,0.0
0,3,2,3,0,0,442,587,0,3,66.666667,0.0,74.6125,0.0
0,3,3,3,0,0,442,587,0,3,66.666667,0.0,75.184375,0.0
0,0,0,3,0,0,405,780,0,3,66.666667,0.0,74.778125,0.0
0,0,1,3,0,0,405,780,0,3,66.666667,0.0,75.44375,0.0
0,0,2,3,0,0,405,780,0,3,66.666667,0.0,74.978125,0.0
0,0,3,3,0,0,405,780,0,3,66.666667,0.0,75.159375,0.0
0,1,0,3,0,0,405,780,0,3,100.0,100.0,99.997752,99.427795
0,1,1,3,0,0,405,780,0,3,81.003825,13.476562,86.985176,4.071045
0,1,2,3,0,0,405,780,0,3,66.666667,0.0,75.68125,0.0
0,1,3,3,0,0,405,780,0,3,66.666667,0.0,74.6,0.0
0,2,0,3,0,0,405,780,0,3,84.293874,19.40155,87.911613,6.585693
0,2,1,3,0,0,405,780,0,3,66.666667,0.0,74.65625,0.0
0,2,2,3,0,0,405,780,0,3,66.666667,0.0,74.934375,0.0
0,2,3,3,0,0,405,780,0,3,66.666667,0.0,75.125,0.0
0,3,0,3,0,0,405,780,0,3,66.666667,0.0,74.796875,0.0
0,3,1,3,0,0,405,780,0,3,66.666667,0.0,75.1625,0.0
0,3,2,3,0,0,405,780,0,3,66.666667,0.0,75.215625,0.0
0,3,3,3,0,0,405,780,0,3,66.666667,0.0,74.9625,0.0
0,0,0,3,0,0,509,585,0,3,66.666667,0.0,75.33125,0.0
0,0,1,3,0,0,509,585,0,3,66.666667,0.0,74.590625,0.0
0,0,2,3,0,0,509,585,0,3,66.666667,0.0,75.1,0.0
0,0,3,3,0,0,509,585,0,3,66.666667,0.0,75.25,0.0
