,Unnamed: 0,Rfirst,Rsecond,total_open_row,min_row_addr,max_row_addr,all_open_indices,success_rates,avg_success_rate,s_id,t_12,t_23
0,263,535,799,4,535,799,"[535, 543, 791, 799]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
1,61,411,473,4,409,475,"[409, 411, 473, 475]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
2,45,144,190,4,144,190,"[144, 150, 184, 190]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
3,505,94,600,4,88,606,"[88, 94, 600, 606]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
4,39,112,152,4,88,176,"[88, 112, 152, 176]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
5,47,114,162,4,98,178,"[98, 114, 162, 178]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
6,507,45,553,4,41,557,"[41, 45, 553, 557]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
7,199,611,811,4,611,811,"[611, 619, 803, 811]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
8,231,70,302,4,70,302,"[70, 110, 262, 302]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
9,55,526,582,4,518,590,"[518, 526, 582, 590]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
10,223,600,824,4,600,824,"[600, 632, 792, 824]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
11,256,0,257,4,0,257,"[0, 1, 256, 257]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
12,383,236,620,4,108,748,"[108, 236, 620, 748]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
13,17,137,155,4,137,155,"[137, 139, 153, 155]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
14,335,55,391,4,7,439,"[7, 55, 391, 439]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
15,513,121,635,4,121,635,"[121, 123, 633, 635]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
16,543,19,563,4,19,563,"[19, 51, 531, 563]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
17,111,98,210,4,82,226,"[82, 98, 210, 226]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
18,57,622,680,4,616,686,"[616, 622, 680, 686]","[1.0, 1.0, 1.0, 1.0]",1.0,0,1,2
