,t_12,t_23,bank_id,s_id,r_first,r_second,all_0,all_1,random
0,0,0,0,0,598,724,0.25,0.25,0.25
0,0,0,1,0,598,724,0.25,0.25,0.25
0,0,0,2,0,598,724,0.25,0.25,0.25
0,0,0,3,0,598,724,0.25,0.25,0.25
0,0,1,0,0,598,724,0.25,0.25,0.25
0,0,1,1,0,598,724,0.25,0.25,0.25
0,0,1,2,0,598,724,0.25,0.25,0.25
0,0,1,3,0,598,724,0.25,0.25,0.25
0,0,2,0,0,598,724,0.25,0.25,0.25
0,0,2,1,0,598,724,0.25,0.25,0.25
0,0,2,2,0,598,724,0.25,0.25,0.25
0,0,2,3,0,598,724,0.25,0.25,0.25
0,0,3,0,0,598,724,0.25,0.25,0.25
0,0,3,1,0,598,724,0.25,0.25,0.3125
0,0,3,2,0,598,724,0.25,0.25,0.25
0,0,3,3,0,598,724,0.25,0.25,0.25
0,0,4,0,0,598,724,0.25,0.25,0.25
0,0,4,1,0,598,724,0.25,0.25,0.25
0,0,4,2,0,598,724,0.25,0.25,0.25
0,0,4,3,0,598,724,0.25,0.25,0.25
0,0,5,0,0,598,724,0.25,0.25,0.25
0,0,5,1,0,598,724,0.25,0.25,0.25
0,0,5,2,0,598,724,0.25,0.25,0.25
0,0,5,3,0,598,724,0.25,0.25,0.25
0,0,6,0,0,598,724,0.25,0.25,0.25
0,0,6,1,0,598,724,0.25,0.25,0.25
0,0,6,2,0,598,724,0.3125,0.25,0.25
0,0,6,3,0,598,724,0.25,0.25,0.25
0,10,0,0,0,598,724,1.0,1.0,1.0
0,10,0,1,0,598,724,1.0,1.0,1.0
0,10,0,2,0,598,724,1.0,1.0,1.0
0,10,0,3,0,598,724,1.0,1.0,1.0
0,10,1,0,0,598,724,1.0,1.0,1.0
0,10,1,1,0,598,724,1.0,1.0,1.0
0,10,1,2,0,598,724,1.0,1.0,1.0
0,10,1,3,0,598,724,1.0,1.0,1.0
0,10,2,0,0,598,724,1.0,1.0,1.0
0,10,2,1,0,598,724,1.0,1.0,1.0
0,10,2,2,0,598,724,1.0,1.0,1.0
0,10,2,3,0,598,724,1.0,1.0,1.0
