,Unnamed: 0,Rfirst,Rsecond,total_open_row,min_row_addr,max_row_addr,all_open_indices,success_rates,avg_success_rate,s_id,t_12,t_23
0,53,469,523,12,11,533,"[11, 13, 19, 21, 459, 461, 467, 469, 523, 525, 531, 533]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
1,374,349,724,12,212,733,"[212, 213, 220, 221, 340, 341, 348, 349, 724, 725, 732, 733]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
2,307,399,707,12,195,719,"[195, 199, 203, 207, 387, 391, 395, 399, 707, 711, 715, 719]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
3,115,457,573,12,9,573,"[9, 13, 57, 61, 457, 461, 505, 509, 521, 525, 569, 573]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
4,302,495,798,12,286,815,"[286, 287, 302, 303, 478, 479, 494, 495, 798, 799, 814, 815]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
5,248,440,689,12,176,697,"[176, 177, 184, 185, 432, 433, 440, 441, 688, 689, 696, 697]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
6,277,469,747,12,211,749,"[211, 213, 235, 237, 467, 469, 491, 493, 723, 725, 747, 749]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
7,185,354,540,12,26,548,"[26, 28, 34, 36, 346, 348, 354, 356, 538, 540, 546, 548]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
8,166,477,644,12,132,669,"[132, 133, 156, 157, 452, 453, 476, 477, 644, 645, 668, 669]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
9,312,423,736,12,224,743,"[224, 225, 230, 231, 416, 417, 422, 423, 736, 737, 742, 743]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
10,97,484,582,12,68,614,"[68, 70, 100, 102, 452, 454, 484, 486, 580, 582, 612, 614]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
11,315,401,717,12,201,725,"[201, 205, 209, 213, 393, 397, 401, 405, 713, 717, 721, 725]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0,1,1
