,Unnamed: 0,Rfirst,Rsecond,total_open_row,min_row_addr,max_row_addr,all_open_indices,success_rates,avg_success_rate,s_id,t_12,t_23
0,0,6,7,2,6,7,"[6, 7]","[1.0, 1.0]",1.0,0,1,2
1,63,322,386,2,322,386,"[322, 386]","[1.0, 1.0]",1.0,0,1,2
2,1,491,493,2,491,493,"[491, 493]","[1.0, 1.0]",1.0,0,1,2
3,7,788,796,2,788,796,"[788, 796]","[1.0, 1.0]",1.0,0,1,2
4,191,66,258,2,66,258,"[66, 258]","[1.0, 1.0]",1.0,0,1,2
5,1,453,455,2,453,455,"[453, 455]","[1.0, 1.0]",1.0,0,1,2
6,31,6,38,2,6,38,"[6, 38]","[1.0, 1.0]",1.0,0,1,2
7,63,536,600,2,536,600,"[536, 600]","[1.0, 1.0]",1.0,0,1,2
8,5,664,670,2,664,670,"[664, 670]","[1.0, 1.0]",1.0,0,1,2
9,39,264,304,2,264,304,"[264, 304]","[1.0, 1.0]",1.0,0,1,2
10,255,102,358,2,102,358,"[102, 358]","[1.0, 1.0]",1.0,0,1,2
11,7,26,34,2,26,34,"[26, 34]","[1.0, 1.0]",1.0,0,1,2
12,127,680,808,2,680,808,"[680, 808]","[1.0, 1.0]",1.0,0,1,2
13,0,752,753,2,752,753,"[752, 753]","[1.0, 1.0]",1.0,0,1,2
14,1,571,573,2,571,573,"[571, 573]","[1.0, 1.0]",1.0,0,1,2
15,7,515,523,2,515,523,"[515, 523]","[1.0, 1.0]",1.0,0,1,2
16,15,349,365,2,349,365,"[349, 365]","[1.0, 1.0]",1.0,0,1,2
17,63,113,177,2,113,177,"[113, 177]","[1.0, 1.0]",1.0,0,1,2
18,63,139,203,2,139,203,"[139, 203]","[1.0, 1.0]",1.0,0,1,2
19,319,20,340,2,20,340,"[20, 340]","[1.0, 1.0]",1.0,0,1,2
20,15,36,52,2,36,52,"[36, 52]","[1.0, 1.0]",1.0,0,1,2
21,63,321,385,2,321,385,"[321, 385]","[1.0, 1.0]",1.0,0,1,2
22,31,267,299,2,267,299,"[267, 299]","[1.0, 1.0]",1.0,0,1,2
23,63,446,510,2,446,510,"[446, 510]","[1.0, 1.0]",1.0,0,1,2
24,15,213,229,2,213,229,"[213, 229]","[1.0, 1.0]",1.0,0,1,2
25,127,600,728,2,600,728,"[600, 728]","[1.0, 1.0]",1.0,0,1,2
26,127,329,457,2,329,457,"[329, 457]","[1.0, 1.0]",1.0,0,1,2
27,15,297,313,2,297,313,"[297, 313]","[1.0, 1.0]",1.0,0,1,2
28,0,514,515,2,514,515,"[514, 515]","[1.0, 1.0]",1.0,0,1,2
29,23,472,496,2,472,496,"[472, 496]","[1.0, 1.0]",1.0,0,1,2
30,63,513,577,2,513,577,"[513, 577]","[1.0, 1.0]",1.0,0,1,2
31,1,8,10,2,8,10,"[8, 10]","[1.0, 1.0]",1.0,0,1,2
32,127,139,267,2,139,267,"[139, 267]","[1.0, 1.0]",1.0,0,1,2
33,3,274,278,2,274,278,"[274, 278]","[1.0, 1.0]",1.0,0,1,2
34,15,475,491,2,475,491,"[475, 491]","[1.0, 1.0]",1.0,0,1,2
35,7,408,416,2,408,416,"[408, 416]","[1.0, 1.0]",1.0,0,1,2
36,1,795,797,2,795,797,"[795, 797]","[1.0, 1.0]",1.0,0,1,2
37,0,754,755,2,754,755,"[754, 755]","[1.0, 1.0]",1.0,0,1,2
38,0,322,323,2,322,323,"[322, 323]","[1.0, 1.0]",1.0,0,1,2
39,0,48,49,2,48,49,"[48, 49]","[1.0, 1.0]",1.0,0,1,2
40,15,419,435,2,419,435,"[419, 435]","[1.0, 1.0]",1.0,0,1,2
41,511,115,627,2,115,627,"[115, 627]","[1.0, 1.0]",1.0,0,1,2
42,7,493,501,2,493,501,"[493, 501]","[1.0, 1.0]",1.0,0,1,2
43,63,631,695,2,631,695,"[631, 695]","[1.0, 1.0]",1.0,0,1,2
44,3,362,366,2,362,366,"[362, 366]","[1.0, 1.0]",1.0,0,1,2
45,15,99,115,2,99,115,"[99, 115]","[1.0, 1.0]",1.0,0,1,2
46,7,320,328,2,320,328,"[320, 328]","[1.0, 1.0]",1.0,0,1,2
47,255,187,443,2,187,443,"[187, 443]","[1.0, 1.0]",1.0,0,1,2
48,191,75,267,2,75,267,"[75, 267]","[1.0, 1.0]",1.0,0,1,2
49,23,82,106,2,82,106,"[82, 106]","[1.0, 1.0]",1.0,0,1,2
50,447,17,465,2,17,465,"[17, 465]","[1.0, 1.0]",1.0,0,1,2
51,0,82,83,2,82,83,"[82, 83]","[1.0, 1.0]",1.0,0,1,2
52,191,103,295,2,103,295,"[103, 295]","[1.0, 1.0]",1.0,0,1,2
53,63,248,312,2,248,312,"[248, 312]","[1.0, 1.0]",1.0,0,1,2
54,511,141,653,2,141,653,"[141, 653]","[1.0, 1.0]",1.0,0,1,2
55,63,668,732,2,668,732,"[668, 732]","[1.0, 1.0]",1.0,0,1,2
56,255,220,476,2,220,476,"[220, 476]","[1.0, 1.0]",1.0,0,1,2
57,255,243,499,2,243,499,"[243, 499]","[1.0, 1.0]",1.0,0,1,2
58,1,317,319,2,317,319,"[317, 319]","[1.0, 1.0]",1.0,0,1,2
59,191,241,433,2,241,433,"[241, 433]","[1.0, 1.0]",1.0,0,1,2
60,511,316,828,2,316,828,"[316, 828]","[1.0, 1.0]",1.0,0,1,2
61,39,709,749,2,709,749,"[709, 749]","[1.0, 1.0]",1.0,0,1,2
62,127,104,232,2,104,232,"[104, 232]","[1.0, 1.0]",1.0,0,1,2
63,0,382,383,2,382,383,"[382, 383]","[1.0, 1.0]",1.0,0,1,2
64,31,719,751,2,719,751,"[719, 751]","[1.0, 1.0]",1.0,0,1,2
65,63,327,391,2,327,391,"[327, 391]","[1.0, 1.0]",1.0,0,1,2
66,63,402,466,2,402,466,"[402, 466]","[1.0, 1.0]",1.0,0,1,2
67,63,130,194,2,130,194,"[130, 194]","[1.0, 1.0]",1.0,0,1,2
68,7,362,370,2,362,370,"[362, 370]","[1.0, 1.0]",1.0,0,1,2
69,31,322,354,2,322,354,"[322, 354]","[1.0, 1.0]",1.0,0,1,2
70,7,388,396,2,388,396,"[388, 396]","[1.0, 1.0]",1.0,0,1,2
71,63,245,309,2,245,309,"[245, 309]","[1.0, 1.0]",1.0,0,1,2
72,5,680,686,2,680,686,"[680, 686]","[1.0, 1.0]",1.0,0,1,2
73,7,162,170,2,162,170,"[162, 170]","[1.0, 1.0]",1.0,0,1,2
74,383,119,503,2,119,503,"[119, 503]","[1.0, 1.0]",1.0,0,1,2
75,319,99,419,2,99,419,"[99, 419]","[1.0, 1.0]",1.0,0,1,2
76,127,97,225,2,97,225,"[97, 225]","[1.0, 1.0]",1.0,0,1,2
77,511,32,544,2,32,544,"[32, 544]","[1.0, 1.0]",1.0,0,1,2
78,5,696,702,2,696,702,"[696, 702]","[1.0, 1.0]",1.0,0,1,2
79,15,142,158,2,142,158,"[142, 158]","[1.0, 1.0]",1.0,0,1,2
80,55,326,382,2,326,382,"[326, 382]","[1.0, 1.0]",1.0,0,1,2
81,23,393,417,2,393,417,"[393, 417]","[1.0, 1.0]",1.0,0,1,2
82,255,189,445,2,189,445,"[189, 445]","[1.0, 1.0]",1.0,0,1,2
83,31,782,814,2,782,814,"[782, 814]","[1.0, 1.0]",1.0,0,1,2
84,31,705,737,2,705,737,"[705, 737]","[1.0, 1.0]",1.0,0,1,2
85,127,551,679,2,551,679,"[551, 679]","[1.0, 1.0]",1.0,0,1,2
86,7,430,438,2,430,438,"[430, 438]","[1.0, 1.0]",1.0,0,1,2
87,127,585,713,2,585,713,"[585, 713]","[1.0, 1.0]",1.0,0,1,2
88,319,81,401,2,81,401,"[81, 401]","[1.0, 1.0]",1.0,0,1,2
89,3,369,373,2,369,373,"[369, 373]","[1.0, 1.0]",1.0,0,1,2
90,7,624,632,2,624,632,"[624, 632]","[1.0, 1.0]",1.0,0,1,2
91,5,481,487,2,481,487,"[481, 487]","[1.0, 1.0]",1.0,0,1,2
